dataset_name,site,treatment,activity_media_name,stream_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,DOC,Organic carbon,,Filterable,710.00000,umol/L,,,44.2,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,DOC,Organic carbon,,Filterable,1164.00000,umol/L,,,44.2,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,FE,Iron,as Fe,Filterable,0.25000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,FE,Iron,as Fe,Filterable,0.00000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,FE,Iron,as Fe,Filterable,0.44000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,FE,Iron,as Fe,Filterable,0.43000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,K,Potassium,as K,Filterable,0.46000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,K,Potassium,as K,Filterable,0.27000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,K,Potassium,as K,Filterable,0.35000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,K,Potassium,as K,Filterable,0.36000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,K,Potassium,as K,Filterable,0.15000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,MG,Magnesium,as Mg,Filterable,0.33000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,MG,Magnesium,as Mg,Filterable,0.66000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,MG,Magnesium,as Mg,Filterable,0.67000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,MG,Magnesium,as Mg,Filterable,0.26000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,MG,Magnesium,as Mg,Filterable,0.85000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,MN,Manganese,as Mn,Filterable,0.00000,mg/L,,,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,NA,Sodium,as Na,Filterable,0.77000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,NA,Sodium,as Na,Filterable,0.96000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,NA,Sodium,as Na,Filterable,0.69000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,NA,Sodium,as Na,Filterable,1.56000,mg/L,,,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,NH3,Ammonia,as N,Filterable,12.00000,ug/L,,,6.0,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,NH3,Ammonia,as N,Filterable,66.00000,ug/L,,,6.0,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,NH3,Ammonia,as N,Filterable,2.00000,ug/L,,,6.0,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,NH3,Ammonia,as N,Filterable,4.00000,ug/L,,,6.0,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,NH3,Ammonia,as N,Filterable,12.00000,ug/L,,,6.0,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,NO2,Nitrite,as N,Filterable,1.90000,ug/L,,,0.39,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,NO2,Nitrite,as N,Filterable,0.40000,ug/L,,,0.39,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,NO2,Nitrite,as N,Filterable,0.50000,ug/L,,,0.39,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,NO2,Nitrite,as N,Filterable,4.70000,ug/L,,,0.39,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,NO2,Nitrite,as N,Filterable,3.20000,ug/L,,,0.39,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,NO3,Nitrate,as N,Filterable,21.00000,ug/L,,,0.74,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,NO3,Nitrate,as N,Filterable,0.80000,ug/L,,,0.74,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,NO3,Nitrate,as N,Filterable,0.00000,ug/L,,,0.74,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,NO3,Nitrate,as N,Filterable,0.10000,ug/L,,,0.74,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,NO3,Nitrate,as N,Filterable,28.00000,ug/L,,,0.74,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,PARTC,Carbon,as C,Non-Filterable (Particle),171.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,PARTC,Carbon,as C,Non-Filterable (Particle),644.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,PARTC,Carbon,as C,Non-Filterable (Particle),657.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,PARTC,Carbon,as C,Non-Filterable (Particle),478.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,PARTC,Carbon,as C,Non-Filterable (Particle),301.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),29.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),36.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),60.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),61.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,PARTN,Nitrogen,as N,Non-Filterable (Particle),0.00000,ug/L,,,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),3.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),3.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),4.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),4.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,PARTP,Phosphorus,as P,Non-Filterable (Particle),3.00000,ug/L,,,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,PH,pH,,Unfiltered,6.29200,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,PH,pH,,Unfiltered,4.13800,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,PH,pH,,Unfiltered,6.95700,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,PH,pH,,Unfiltered,6.96200,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,PH,pH,,Unfiltered,4.91000,,,,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,SO4,Sulfate,as SO4,Filterable,1.33000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,SO4,Sulfate,as SO4,Filterable,1.72000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,SO4,Sulfate,as SO4,Filterable,1.77000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,SO4,Sulfate,as SO4,Filterable,0.19000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,SO4,Sulfate,as SO4,Filterable,0.79000,mg/L,,,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,SRSI,"Silica, reactive",as Si,Dissolved,3.28800,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,SRSI,"Silica, reactive",as Si,Dissolved,4.90800,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,SRSI,"Silica, reactive",as Si,Dissolved,2.45600,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,SRSI,"Silica, reactive",as Si,Dissolved,2.53600,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,SRSI,"Silica, reactive",as Si,Dissolved,3.68600,mg/L,,,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,395.00000,ug/L,,,10.3,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,224.00000,ug/L,,,10.3,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,241.00000,ug/L,,,10.3,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,512.00000,ug/L,,,10.3,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,548.00000,ug/L,,,10.3,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-02,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,13.60000,ug/L,,,3.14,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-02,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,11.70000,ug/L,,,3.14,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,2.90000,ug/L,,,3.14,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-02,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,3.10000,ug/L,,,3.14,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-02,,,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,6.40000,ug/L,,,3.14,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,CA,Calcium,as Ca,Filterable,1.36000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,CA,Calcium,as Ca,Filterable,2.47000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,CA,Calcium,as Ca,Filterable,0.80000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,CA,Calcium,as Ca,Filterable,2.29000,mg/L,,,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamA - inflow to Site1 lake,2020-06-11,,,CL,Chloride,as Cl,Filterable,0.05000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,CL,Chloride,as Cl,Filterable,0.09000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,CL,Chloride,as Cl,Filterable,0.22000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,CL,Chloride,as Cl,Filterable,0.04000,mg/L,,,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamC - inflow to Site1 lake,2020-06-11,,,DOC,Organic carbon,,Filterable,1571.00000,umol/L,,,54.9,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamD - outflow from Site1 lake,2020-06-11,,,DOC,Organic carbon,,Filterable,681.00000,umol/L,,,54.9,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site1,none (reference/control),Stream Water,StreamB - inflow to Site1 lake,2020-06-11,,,DOC,Organic carbon,,Filterable,2440.00000,umol/L,,,44.2,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
