dataset_name,site,treatment,activity_media_name,activity_start_date,activity_depth_height_measure,activity_depth_height_unit,characteristic_name,characteristic_name_long,method_speciation,result_sample_fraction,result_value,result_unit,layer_collection_start_depth,layer_collection_end_depth,result_detection_quantitation_limit_measure,result_detection_quantitation_limit_unit,result_detection_quantitation_limit_type,result_comment,result_analytical_method_name,result_analytical_method_instrument,result_analytical_reference_method,field_comment
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,MG,Magnesium,as Mg,Filterable,0.39000,mg/L,0.00,3.00,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,MN,Manganese,as Mn,Filterable,0.00000,mg/L,0.00,3.00,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,NA,Sodium,as Na,Filterable,0.67000,mg/L,0.00,3.00,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,NH3,Ammonia,as N,Filterable,19.90000,ug/L,0.00,3.00,4.4,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,NO2,Nitrite,as N,Filterable,1.60000,ug/L,0.00,3.00,0.33,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,NO3,Nitrate,as N,Filterable,0.60000,ug/L,0.00,3.00,1.12,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),2991.00000,ug/L,0.00,3.00,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),321.00000,ug/L,0.00,3.00,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),43.00000,ug/L,0.00,3.00,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,PH,pH,,Unfiltered,6.04200,,0.00,3.00,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,SO4,Sulfate,as SO4,Filterable,0.62000,mg/L,0.00,3.00,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,SRSI,"Silica, reactive",as Si,Dissolved,0.56900,mg/L,0.00,3.00,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,390.60000,ug/L,0.00,3.00,4.4,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-09-17,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,8.20000,ug/L,0.00,3.00,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,ALK,"Alkalinity, total",,Unfiltered,66.80000,ueq/L,0.00,2.00,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,CA,Calcium,as Ca,Filterable,1.31000,mg/L,0.00,2.00,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,CHLA,Chlorophyll a,,Suspended,50.84000,ug/L,0.00,2.00,0.5,ug/L,Method Detection Level,,ELA-Chla,Turner Designs Trilogy Fluorometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,CL,Chloride,as Cl,Filterable,0.17000,mg/L,0.00,2.00,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,DIC,Inorganic carbon,,Dissolved,142.00000,umol/L,0.00,2.00,,umol/L,Method Detection Level,,ELA-DIC,LI-850 LI-COR CO2/H20 Gas Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,DOC,Organic carbon,,Filterable,1101.00000,umol/L,0.00,2.00,43,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,FE,Iron,as Fe,Filterable,0.16000,mg/L,0.00,2.00,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,K,Potassium,as K,Filterable,0.20000,mg/L,0.00,2.00,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,MG,Magnesium,as Mg,Filterable,0.40000,mg/L,0.00,2.00,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,MN,Manganese,as Mn,Filterable,0.03240,mg/L,0.00,2.00,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,NA,Sodium,as Na,Filterable,0.66000,mg/L,0.00,2.00,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,NH3,Ammonia,as N,Filterable,8.00000,ug/L,0.00,2.00,4.4,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,NO2,Nitrite,as N,Filterable,1.30000,ug/L,0.00,2.00,0.46,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,NO3,Nitrate,as N,Filterable,0.00000,ug/L,0.00,2.00,1.12,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),2977.00000,ug/L,0.00,2.00,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),393.00000,ug/L,0.00,2.00,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),43.00000,ug/L,0.00,2.00,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,PH,pH,,Unfiltered,5.61900,,0.00,2.00,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,SO4,Sulfate,as SO4,Filterable,0.64000,mg/L,0.00,2.00,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,SRSI,"Silica, reactive",as Si,Dissolved,1.18500,mg/L,0.00,2.00,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,377.00000,ug/L,0.00,2.00,4.4,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-01,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,7.80000,ug/L,0.00,2.00,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,ALK,"Alkalinity, total",,Unfiltered,126.20000,ueq/L,0.00,2.00,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,CA,Calcium,as Ca,Filterable,1.61000,mg/L,0.00,2.00,0.0053,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,CHLA,Chlorophyll a,,Suspended,11.65000,ug/L,0.00,2.00,0.5,ug/L,Method Detection Level,,ELA-Chla,Turner Designs Trilogy Fluorometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,CL,Chloride,as Cl,Filterable,0.21000,mg/L,0.00,2.00,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,DIC,Inorganic carbon,,Dissolved,344.00000,umol/L,0.00,2.00,,umol/L,Method Detection Level,,ELA-DIC,LI-850 LI-COR CO2/H20 Gas Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,DOC,Organic carbon,,Filterable,982.00000,umol/L,0.00,2.00,43,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,FE,Iron,as Fe,Filterable,0.41000,mg/L,0.00,2.00,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,K,Potassium,as K,Filterable,0.27000,mg/L,0.00,2.00,0.0092,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,MG,Magnesium,as Mg,Filterable,0.43000,mg/L,0.00,2.00,0.0103,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,MN,Manganese,as Mn,Filterable,0.07990,mg/L,0.00,2.00,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,NA,Sodium,as Na,Filterable,0.69000,mg/L,0.00,2.00,0.016,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,NH3,Ammonia,as N,Filterable,510.00000,ug/L,0.00,2.00,4.4,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,NO2,Nitrite,as N,Filterable,1.30000,ug/L,0.00,2.00,0.41,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,NO3,Nitrate,as N,Filterable,63.00000,ug/L,0.00,2.00,1.12,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),3456.00000,ug/L,0.00,2.00,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),419.00000,ug/L,0.00,2.00,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),39.00000,ug/L,0.00,2.00,0.2,ug/L,Method Detection Level,,ELA-PartP,Cole-Parmer 2100 Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,PH,pH,,Unfiltered,5.80100,,0.00,2.00,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,SO4,Sulfate,as SO4,Filterable,0.76000,mg/L,0.00,2.00,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,SRSI,"Silica, reactive",as Si,Dissolved,1.93600,mg/L,0.00,2.00,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,899.00000,ug/L,0.00,2.00,4.4,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2019-10-30,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,2.40000,ug/L,0.00,2.00,0.5,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,ALK,"Alkalinity, total",,Unfiltered,73.00000,ueq/L,0.00,0.75,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,CA,Calcium,as Ca,Filterable,1.36000,mg/L,0.00,0.75,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,CHLA,Chlorophyll a,,Suspended,5.46000,ug/L,0.00,0.75,0.5,ug/L,Method Detection Level,,ELA-Chla,Turner Designs Trilogy Fluorometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,CL,Chloride,as Cl,Filterable,0.17000,mg/L,0.00,0.75,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,DIC,Inorganic carbon,,Dissolved,62.00000,umol/L,0.00,0.75,6.3,umol/L,Method Detection Level,,ELA-DIC,LI-850 LI-COR CO2/H20 Gas Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,DOC,Organic carbon,,Filterable,785.00000,umol/L,0.00,0.75,71.4,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,FE,Iron,as Fe,Filterable,0.14000,mg/L,0.00,0.75,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,K,Potassium,as K,Filterable,0.22000,mg/L,0.00,0.75,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,MG,Magnesium,as Mg,Filterable,0.39000,mg/L,0.00,0.75,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,MN,Manganese,as Mn,Filterable,0.00000,mg/L,0.00,0.75,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,NA,Sodium,as Na,Filterable,0.67000,mg/L,0.00,0.75,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,NH3,Ammonia,as N,Filterable,6.00000,ug/L,0.00,0.75,7.2,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,NO2,Nitrite,as N,Filterable,0.90000,ug/L,0.00,0.75,0.34,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,NO3,Nitrate,as N,Filterable,0.20000,ug/L,0.00,0.75,1.50,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),1558.00000,ug/L,0.00,0.75,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),179.00000,ug/L,0.00,0.75,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,PARTP,Phosphorus,as P,Non-Filterable (Particle),20.00000,ug/L,0.00,0.75,0.2,ug/L,Method Detection Level,,ELA-PartP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,PH,pH,,Unfiltered,6.52300,,0.00,0.75,,,Method Detection Level,,ELA-pH,Fisher Scientific Accumet pH meter,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,SO4,Sulfate,as SO4,Filterable,0.17000,mg/L,0.00,0.75,0.04,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,SRSI,"Silica, reactive",as Si,Dissolved,1.50200,mg/L,0.00,0.75,0.003,mg/L,Method Detection Level,,ELA-SRSi,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,TDN,"Total Nitrogen, mixed forms",as N,Dissolved,308.00000,ug/L,0.00,0.75,43.5,ug/L,Method Detection Level,,ELA-TDN,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-05-07,,epi,TDP,"Total Phosphorus, mixed forms",as P,Dissolved,9.90000,ug/L,0.00,0.75,3.68,ug/L,Method Detection Level,,ELA-TDP,Shimadzu UV1800 Scanning Spectrophotometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,ALK,"Alkalinity, total",,Unfiltered,76.00000,ueq/L,0.00,0.25,6,ueq/L,Method Detection Level,,UA-Alk,Mantech PC-Titration Plus System,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,CA,Calcium,as Ca,Filterable,1.26000,mg/L,0.00,0.25,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,CHLA,Chlorophyll a,,Suspended,6.51000,ug/L,0.00,0.25,0.5,ug/L,Method Detection Level,,ELA-Chla,Turner Designs Trilogy Fluorometer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,CL,Chloride,as Cl,Filterable,0.16000,mg/L,0.00,0.25,0.03,mg/L,Method Detection Level,,UA-ClSO4,Dionex DX-600 Ion Chromatograph,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,DIC,Inorganic carbon,,Dissolved,45.00000,umol/L,0.00,0.25,9.3,umol/L,Method Detection Level,,ELA-DIC,LI-850 LI-COR CO2/H20 Gas Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,DOC,Organic carbon,,Filterable,776.00000,umol/L,0.00,0.25,44.2,umol/L,Method Detection Level,,FWI-DOC,Shimadzu TOC-VCPH/CPN,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,FE,Iron,as Fe,Filterable,0.04000,mg/L,0.00,0.25,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,K,Potassium,as K,Filterable,0.16000,mg/L,0.00,0.25,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,MG,Magnesium,as Mg,Filterable,0.36000,mg/L,0.00,0.25,0.01,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,MN,Manganese,as Mn,Filterable,0.00000,mg/L,0.00,0.25,0.0145,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,NA,Sodium,as Na,Filterable,0.70000,mg/L,0.00,0.25,0.02,mg/L,Method Detection Level,,UA-ICP,Thermo ICAP-6300 ICP-OES,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,NH3,Ammonia,as N,Filterable,1.00000,ug/L,0.00,0.25,6.0,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,NO2,Nitrite,as N,Filterable,0.60000,ug/L,0.00,0.25,0.39,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,NO3,Nitrate,as N,Filterable,0.00000,ug/L,0.00,0.25,0.74,ug/L,Method Detection Level,,ELA-NOxNH3,AutoAnalyzer 3,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,PARTC,Carbon,as C,Non-Filterable (Particle),1822.00000,ug/L,0.00,0.25,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
Chemistry,Site4,fertilized,Lake Water,2020-06-02,,epi,PARTN,Nitrogen,as N,Non-Filterable (Particle),263.00000,ug/L,0.00,0.25,10,ug/L,Method Detection Level,,UA-C/N,Exeter CE 440 Elemental Analyzer,"The Chemical Analysis of Fresh Water - Third Edition, 202X",
