dataset_name,site,activity_media_name,activity_start_date,date_type,max_temp,min_temp,result_unit,sampling_method_description,version,update_date
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-03,mean_date,-3.504,-6.17,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-04,mean_date,-0.469,-15.71,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-05,mean_date,-0.48,-7.807,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-06,mean_date,0.418,-12.82,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-07,mean_date,6.327,-3.839,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-08,mean_date,0.669,-8.65,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-09,mean_date,-3.273,-18.4,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-10,mean_date,0.093,-18.06,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-11,mean_date,0.405,-10.82,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-12,mean_date,-0.669,-4.636,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-13,mean_date,-6.844,-11.64,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-14,mean_date,-3.228,-17.77,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-15,mean_date,-0.687,-12.57,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-16,mean_date,-2.117,-7.337,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-17,mean_date,-2.792,-12.68,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-18,mean_date,2.561,-12.86,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-19,mean_date,-3.123,-7.836,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-20,mean_date,-2.77,-18.02,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-21,mean_date,-0.71,-17.02,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-22,mean_date,-1.44,-8.3,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-23,mean_date,7.135,-4.607,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-24,mean_date,8.06,-2.413,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-25,mean_date,0.948,-5.737,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-26,mean_date,3.662,-7.987,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-27,mean_date,7.502,-6.273,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-28,mean_date,11.49,-3.891,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-29,mean_date,12.48,-2.25,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-30,mean_date,11.49,-4.208,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-03-31,mean_date,12.27,-1.495,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-01,mean_date,9.1,-2.531,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-02,mean_date,6.759,1.431,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-03,mean_date,-2.955,-8.39,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-04,mean_date,0.2,-16.43,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-05,mean_date,8.59,-7.371,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-06,mean_date,12.72,-1.041,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-07,mean_date,10.36,3.551,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-08,mean_date,3.509,-1.779,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-09,mean_date,-0.734,-5.773,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-10,mean_date,6.639,-10.08,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-11,mean_date,0.59,-2.051,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-12,mean_date,-0.685,-7.086,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-13,mean_date,-4.865,-11.83,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-14,mean_date,-4.036,-13.71,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-15,mean_date,-0.348,-12.74,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-16,mean_date,1.883,-9.41,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-17,mean_date,7.08,-10.29,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-18,mean_date,7.067,-0.124,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-19,mean_date,2.651,-8.86,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-20,mean_date,-0.281,-4.011,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-21,mean_date,1.466,-10.74,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-22,mean_date,6.929,-3.061,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-23,mean_date,13.22,-1.717,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-24,mean_date,14.98,0.226,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-25,mean_date,12.97,-1.069,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-26,mean_date,14.62,3.311,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-27,mean_date,17.06,2.331,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-28,mean_date,17.8,3.703,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-29,mean_date,14.84,2.096,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-04-30,mean_date,19.17,1.624,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-01,mean_date,20.66,6.667,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-02,mean_date,6.011,1.886,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-03,mean_date,5.315,-1.843,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-04,mean_date,10.38,-3.968,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-05,mean_date,15.22,2.342,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-06,mean_date,10.82,0.815,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-07,mean_date,6.22,-2.968,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-08,mean_date,6.87,-4.259,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-09,mean_date,8.29,-3.029,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-10,mean_date,7.018,-1.679,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-11,mean_date,6.398,-4.712,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-12,mean_date,10.82,-3.371,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-13,mean_date,11.28,0.405,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-14,mean_date,11.86,4.363,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-15,mean_date,17.52,6.785,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-16,mean_date,19.46,5.001,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-17,mean_date,23.27,7.769,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-18,mean_date,23.75,7.874,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-19,mean_date,25.05,9.21,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-20,mean_date,25.65,12.05,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-21,mean_date,26.26,13.74,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-22,mean_date,21.02,14.24,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-23,mean_date,21.35,14.2,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-24,mean_date,23.48,13.25,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-25,mean_date,22.55,13.76,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-26,mean_date,17.01,13.28,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-27,mean_date,24.49,13.75,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-28,mean_date,18.42,8.87,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-29,mean_date,10.94,5.537,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-30,mean_date,16.29,1.279,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-05-31,mean_date,21.88,6.795,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-01,mean_date,25.35,12.26,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-02,mean_date,25.5,14.31,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-03,mean_date,22.9,10.61,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-04,mean_date,24.08,12.13,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-05,mean_date,15.75,10.35,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-06,mean_date,17.63,6.849,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-07,mean_date,16.63,9.06,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-08,mean_date,25.71,10.9,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-09,mean_date,23.24,13.4,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-10,mean_date,9.88,8.72,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-11,mean_date,12.13,4.43,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-12,mean_date,17.35,2.578,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-13,mean_date,20.03,6.242,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-14,mean_date,23.11,9.56,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-15,mean_date,23.91,14.93,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-16,mean_date,31.86,16.08,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-17,mean_date,32.37,22.41,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-18,mean_date,23.27,18.82,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-19,mean_date,17.78,11.07,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-20,mean_date,19.7,8.42,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-21,mean_date,17.83,12.48,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-22,mean_date,18.75,10.9,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-23,mean_date,20.86,11.3,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-24,mean_date,24.34,10.69,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-25,mean_date,26.43,11.76,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-26,mean_date,25.31,17.7,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-27,mean_date,28.57,14.37,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-28,mean_date,29.86,17.28,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-29,mean_date,25.64,18.36,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-06-30,mean_date,29.99,18.26,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-01,mean_date,28.65,19.92,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-02,mean_date,32.01,16.5,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-03,mean_date,33.48,19.57,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-04,mean_date,27.87,16.97,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-05,mean_date,30.45,17.45,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-06,mean_date,28.65,17.69,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-07,mean_date,28.23,14.99,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-08,mean_date,28.44,16.6,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-09,mean_date,26.89,18.51,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-10,mean_date,25.2,16.14,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-11,mean_date,20.57,13.14,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-12,mean_date,25.4,12.22,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-13,mean_date,26.25,16.9,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-14,mean_date,23.45,14.85,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-15,mean_date,25.04,15.62,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-16,mean_date,26.51,15.71,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-17,mean_date,28.91,14.58,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-18,mean_date,28.11,17.48,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-19,mean_date,19.75,14.27,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-20,mean_date,23.4,10.5,degrees Celsius,T107C thermistor (Campbell Scientific),1,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-21,mean_date,22.41,14.08,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-22,mean_date,27.25,11.14,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-23,mean_date,26.89,13.91,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-24,mean_date,31.35,18.33,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
DAILY MIN/MAX AIR TEMPERATURE,IISD-ELA Meteorological Station,Air,2020-07-25,mean_date,29.95,20.19,degrees Celsius,T107C thermistor (Campbell Scientific),2,2023-06-01
